Street,Location_Id,City,State_Id,State
East Fry Blvd.,3454,Austin,VA,Delaware
Hutchinson Rd,3455,Lincoln,CO,New York
Erringer Road,3456,Providence,RI,Georgia
S Rustle St,3457,Montpelier,IN,Louisiana
San Diego Freeway,3458,Austin,NM,Arizona
Camelback Rd,3459,Atlanta,DE,Pennsylvania
San Diego Freeway,3460,Jackson,MI,Delaware
Hutchinson Rd,3461,Honolulu,KS,Delaware
Castillo Drive,3462,Richmond,VT,Arkansas
Tanger Blvd,3463,Augusta,MD,Kansas
French Camp Turnpike Road,3464,Springfield,ND,Hawaii
Richmond Hill,3465,Providence,MI,Delaware
San Simeon,3466,Hartford,PA,Connecticut
Katella Avenue,3467,Austin,WY,Nebraska
Katella Avenue,3468,Montgomery,MN,Ohio
Fontaine Road,3469,Nashville,WV,Colorado
North Ventu Park Road,3470,Oklahoma City,AK,Iowa
Via Real,3471,Madison,KY,West Virginia
Steele Lane,3472,Providence,SD,Texas
Carpinteria North,3473,Helena,RI,Louisiana
Steele Lane,3474,Juneau,AR,California
Lawrenceville Suwanee,3475,Honolulu,OR,Missouri
San Luis Obispo North,3476,Des Moines,MN,Arkansas
Fairview Avenue,3477,Pierre,SC,Texas
Calle Real,3478,Topeka,MO,Kansas
Fairview Avenue,3479,Bismarck,NY,Florida
Grandview Drive,3480,Salem,NM,Texas
Tully Road East,3481,Madison,WA,Oklahoma
Apalachee Parkway,3482,Providence,KS,Mississippi
North Ventu Park Road,3483,Helena,NC,Delaware
Tully Road East,3484,Topeka,MA,Pennsylvania
Cleveland Ave.,3485,Boise,UT,Oklahoma
Hutchinson Rd,3486,Olympia,GA,New Mexico
North Preisker Lane,3487,Des Moines,WI,Ohio
Newbury Road,3488,Jackson,MI,North Carolina
Bowles Avenue,3489,Harrisburg,MD,South Dakota
Castillo Drive,3490,Columbus,LA,Michigan
San Luis Obispo North,3491,Springfield,AK,Maryland
San Marcos,3492,Sacramento,UT,New Hampshire
Padre Boulevard,3493,Pierre,PA,Oregon
El Camino Real,3494,Santa Fe,WV,Louisiana
Harbor Dr,3495,Pierre,SC,Montana
Cabrillo Highway,3496,Albany,ME,Georgia
Erringer Road,3497,Lansing,IL,Alabama
North Erringer Road,3498,Providence,MO,Mississippi
Timberlane Drive,3499,Olympia,NH,Texas
Pacific Hwy S,3500,Atlanta,NE,Michigan
North Atherton Street,3501,Harrisburg,NH,North Carolina
Corona Del Mar,3502,Juneau,OK,North Carolina
Apalachee Parkway,3503,Tallahassee,TX,Connecticut
Bayshore Freeway,3504,Salem,KY,Wyoming
Santa Ana Freeway,3505,Tallahassee,MT,Kentucky
East 1st Street,3506,Hartford,AR,Oklahoma
Carpinteria Avenue,3507,Tallahassee,TX,Connecticut
Carpinteria Avenue,3508,Indianapolis,KS,Oklahoma
East Main Street,3509,Olympia,SD,Kansas
Tanger Blvd,3510,Providence,MI,Iowa
Milpas Street,3511,Augusta,NY,Minnesota
Bowles Avenue,3512,Little Rock,OK,Massachusetts
Milpas Street,3513,Charleston,GA,Arizona
Santa Rosa North,3514,Frankfort,MT,Nevada
N Harrison St,3515,Little Rock,HI,North Carolina
E Fowler Avenue,3516,Baton Rouge,SD,Oregon
Carpinteria South,3517,Providence,IL,Arizona
Cerrillos Road,3518,Bismarck,CT,South Carolina
Carpinteria South,3519,Columbia,AK,Missouri
San Diego Freeway,3520,Olympia,AZ,California
Tanger Blvd,3521,Harrisburg,MO,Hawaii
Fontaine Road,3522,Jackson,VA,Indiana
S Rustle St,3523,Baton Rouge,MT,Kansas
North Atherton Street,3524,Boston,NC,Tennessee
San Marcos,3525,Des Moines,ND,Utah
Pacific Hwy S,3526,Pierre,OK,Wisconsin
Greenwood Road,3527,Sacramento,KS,Wisconsin
Santa Rosa North,3528,Honolulu,TN,Delaware
Carpinteria South,3529,Raleigh,IL,Alabama
Milpas Street,3530,Oklahoma City,TN,Hawaii
Harry S Truman Blvd,3531,Salem,WV,California
North Preisker Lane,3532,Little Rock,DE,South Carolina
W. Russell St.,3533,Indianapolis,UT,Utah
Corona Del Mar,3534,Juneau,LA,Oklahoma
Carpinteria Avenue,3535,Madison,SD,New York
Harry S Truman Blvd,3536,Charleston,UT,New Jersey
East Fry Blvd.,3537,Juneau,NV,Montana
Milpas Street,3538,Salem,LA,Oregon
Apalachee Parkway,3539,Annapolis,OH,Wyoming
Richmond Hill,3540,Madison,AZ,Arizona
Cleveland Ave.,3541,Dover,HI,Illinois
Carpinteria North,3542,Boise,PA,Mississippi
Cleveland Ave.,3543,Juneau,NH,New Jersey
Fairview Avenue,3544,Richmond,MS,Texas
San Marcos,3545,Richmond,TX,South Carolina
Harry S Truman Blvd,3546,Indianapolis,MI,North Carolina
Corona Del Mar,3547,Annapolis,NV,Missouri
Tanger Blvd,3548,Topeka,VA,Oregon
Cleveland Ave.,3549,Jackson,AL,North Dakota
Carpinteria North,3550,Harrisburg,MS,Nevada
Calle Real,3551,Harrisburg,NM,Nebraska
Calle Real,3552,Des Moines,KY,New York
Lake Tahoe Blvd.,3553,Albany,NM,Rhode Island
South Roosevelt Drive,3554,Montpelier,IL,New York
Santa Ana Freeway,3555,Jefferson City,PA,Vermont
Tanger Blvd,3556,Sacramento,WV,North Dakota
Apalachee Parkway,3557,Helena,OH,New Hampshire
Bowles Avenue,3558,Hartford,FL,Alabama
Tully Road East,3559,Boston,MI,Hawaii
Santa Monica Road,3560,Raleigh,DE,Maryland
Harbor Dr,3561,Santa Fe,OH,Oregon
Lindbergh Blvd,3562,Carson City,MS,Oregon
Santa Ana Freeway,3563,Topeka,IL,Wisconsin
Camelback Rd,3564,Phoenix,OK,Ohio
Bowles Avenue,3565,Denver,TN,Wyoming
Carpinteria South,3566,Columbia,LA,West Virginia
San Diego Freeway,3567,Hartford,CA,Pennsylvania
N Harrison St,3568,Atlanta,WI,West Virginia
Cerrillos Road,3569,Topeka,AK,Wisconsin
South Highway,3570,Concord,LA,Virginia
Santa Ana Freeway,3571,Hartford,AR,Florida
W. Russell St.,3572,Atlanta,NC,Vermont
N Harrison St,3573,Lansing,NC,New Mexico
N Harrison St,3574,Nashville,WA,Vermont
San Simeon,3575,Saint Paul,SC,Iowa
North Preisker Lane,3576,Bismarck,KS,West Virginia
Newbury Road,3577,Harrisburg,SC,Michigan
Fairview Avenue,3578,Saint Paul,ID,Connecticut
Monroe Street,3579,Tallahassee,MS,Kansas
Redwood Highway,3580,Oklahoma City,CA,New York
East Calle Primera,3581,Cheyenne,PA,Ohio
Via Real,3582,Augusta,NE,Montana
Lawrenceville Suwanee,3583,Oklahoma City,CA,Colorado
Newbury Road,3584,Helena,MI,Utah
El Camino Real,3585,Austin,SC,Vermont
North Broadway Street,3586,Cheyenne,IN,Hawaii
San Diego Freeway,3587,Des Moines,IL,Illinois
Castillo Drive,3588,Nashville,CO,Missouri
East Fry Blvd.,3589,Des Moines,AZ,Florida
Monroe Street,3590,Juneau,UT,Louisiana
East 1st Street,3591,Helena,NV,Kentucky
Cabrillo Highway,3592,Sacramento,NV,Utah
South Roosevelt Drive,3593,Denver,HI,Arkansas
Carpinteria North,3594,Charleston,KY,Delaware
French Camp Turnpike Road,3595,Columbus,IN,Mississippi
South Roosevelt Drive,3596,Oklahoma City,WV,Hawaii
East Calle Primera,3597,Santa Fe,ID,Idaho
Carpinteria South,3598,Helena,AR,South Carolina
San Diego Freeway,3599,Nashville,GA,Alabama
Cerrillos Road,3600,Albany,KY,Rhode Island
East Calle Primera,3601,Harrisburg,MA,Arizona
Camelback Rd,3602,Carson City,IN,Virginia
Padre Boulevard,3603,Carson City,OK,Nevada
North Atherton Street,3604,Topeka,OK,Kentucky
Steele Lane,3605,Lansing,SD,Arkansas
Santa Monica Road,3606,Jefferson City,NM,Michigan
Jones Road,3607,Richmond,AZ,Virginia
Steele Lane,3608,Madison,HI,Pennsylvania
Apalachee Parkway,3609,Columbus,IN,Kansas
East Fry Blvd.,3610,Atlanta,ME,South Dakota
E Fowler Avenue,3611,Raleigh,VA,Wyoming
San Marcos,3612,Des Moines,VT,Pennsylvania
Milpas Street,3613,Phoenix,NV,Arkansas
Hutchinson Rd,3614,Honolulu,WI,Oregon
East Calle Primera,3615,Nashville,UT,Georgia
South Roosevelt Drive,3616,Madison,ND,Vermont
Grandview Drive,3617,Denver,IL,Nebraska
Newbury Road,3618,Jefferson City,SC,Colorado
Fontaine Road,3619,Raleigh,NE,Washington
Moreno Drive,3620,Des Moines,MN,Louisiana
Via Real,3621,Providence,WV,Vermont
N Kentwood,3622,Charleston,OK,Ohio
Monroe Street,3623,Tallahassee,RI,Iowa
Monroe Street,3624,Providence,ID,Alaska
Carpinteria South,3625,Denver,SC,Oregon
Harry S Truman Blvd,3626,Olympia,TX,Michigan
Harry S Truman Blvd,3627,Lincoln,MN,Wyoming
San Simeon,3628,Helena,OK,Maryland
Santa Monica Road,3629,Saint Paul,NV,West Virginia
Steele Lane,3630,Trenton,MI,Mississippi
Fairview Avenue,3631,Montpelier,NH,Georgia
Camelback Rd,3632,Tallahassee,IN,Colorado
Burnett Road,3633,Salem,ME,Nebraska
S Rustle St,3634,Carson City,MA,Minnesota
East Main Street,3635,Honolulu,AZ,Illinois
North Atherton Street,3636,Lincoln,OH,Montana
Santa Rosa North,3637,Raleigh,AZ,Minnesota
Jones Road,3638,Salt Lake City,OR,Michigan
Santa Monica Road,3639,Atlanta,PA,Hawaii
Greenwood Road,3640,Albany,WV,Oklahoma
East Main Street,3641,Hartford,TN,New Mexico
Santa Rosa North,3642,Raleigh,NE,Texas
Padre Boulevard,3643,Columbia,CT,Nevada
Santa Rosa North,3644,Boston,KS,Maryland
Monroe Street,3645,Madison,MN,Indiana
Harbor Dr,3646,Salt Lake City,NE,Florida
Castillo Drive,3647,Topeka,MD,Wisconsin
Erringer Road,3648,Frankfort,CT,Maryland
Castillo Drive,3649,Olympia,WV,Texas
Bowles Avenue,3650,Olympia,HI,Utah
Fairview Avenue,3651,Jackson,TN,North Carolina
Calle Real,3652,Montpelier,AK,New Mexico
Carpinteria South,3653,Oklahoma City,NV,Texas
W. Russell St.,3654,Oklahoma City,MT,Alabama
E Fowler Avenue,3655,Raleigh,WA,Hawaii
Cabrillo Highway,3656,Santa Fe,NE,North Carolina
Greenwood Road,3657,Hartford,VA,Alaska
San Simeon,3658,Nashville,AZ,Delaware
Padre Boulevard,3659,Carson City,KY,Pennsylvania
Redwood Highway,3660,Austin,MD,Pennsylvania
Santa Monica Road,3661,Cheyenne,OK,Illinois
Padre Boulevard,3662,Lansing,OR,Kansas
Cabrillo Highway,3663,Indianapolis,HI,Virginia
French Camp Turnpike Road,3664,Salt Lake City,KS,New York
Castillo Drive,3665,Richmond,AR,Alaska
Apalachee Parkway,3666,Carson City,CA,Kansas
Redwood Highway,3667,Concord,IL,Alabama
East Fry Blvd.,3668,Frankfort,ID,Minnesota
Bayshore Freeway,3669,Atlanta,TX,Rhode Island
San Luis Obispo North,3670,Boise,AR,North Dakota
Fontaine Road,3671,Richmond,CO,Arizona
San Marcos,3672,Juneau,NH,Connecticut
Santa Ana Freeway,3673,Providence,PA,Washington
North Erringer Road,3674,Madison,NJ,Virginia
Carpinteria North,3675,Salem,ND,Delaware
Cerrillos Road,3676,Santa Fe,IN,Maryland
Carpinteria Avenue,3677,Saint Paul,NE,Minnesota
Santa Monica Road,3678,Dover,TN,Louisiana
Santa Rosa South,3679,Pierre,TN,North Dakota
San Luis Obispo North,3680,Pierre,SC,New Mexico
Moreno Drive,3681,Boise,UT,Montana
Lake Tahoe Blvd.,3682,Little Rock,WI,Minnesota
Lake Tahoe Blvd.,3683,Pierre,WI,California
Newbury Road,3684,Boise,MI,Tennessee
Greenwood Road,3685,Trenton,NJ,Massachusetts
Santa Rosa South,3686,Montgomery,NY,Utah
Santa Rosa South,3687,Augusta,UT,Kansas
Katella Avenue,3688,Salt Lake City,NC,Wisconsin
Lindbergh Blvd,3689,Annapolis,NY,California
East 1st Street,3690,Lansing,VT,New Hampshire
Carpinteria North,3691,Springfield,MS,Nebraska
Lindbergh Blvd,3692,Oklahoma City,NY,Massachusetts
Carpinteria South,3693,Topeka,ND,Florida
Harry S Truman Blvd,3694,Dover,NY,Nebraska
Westside Freeway,3695,Sacramento,KY,Montana
Bowles Avenue,3696,Jefferson City,MS,South Dakota
Bayshore Freeway,3697,Nashville,CT,Wyoming
South Roosevelt Drive,3698,Trenton,IA,Connecticut
North Ventu Park Road,3699,Boise,IA,Tennessee
Carpinteria Avenue,3700,Honolulu,ID,Indiana
Cleveland Ave.,3701,Pierre,NM,North Carolina
W. Russell St.,3702,Concord,MT,Rhode Island
South Highway,3703,Augusta,ND,Illinois
Cleveland Ave.,3704,Harrisburg,MA,Montana
East Fry Blvd.,3705,Columbus,KY,Louisiana
Cleveland Ave.,3706,Columbia,RI,Maine
Katella Avenue,3707,Providence,MD,Michigan
Moreno Drive,3708,Juneau,LA,Texas
Jean de la Fontaine,3709,Providence,AR,Louisiana
San Simeon,3710,Providence,ID,California
Steele Lane,3711,Jefferson City,NH,Montana
South Roosevelt Drive,3712,Atlanta,NJ,Arkansas
Santa Rosa North,3713,Trenton,CT,Montana
N Kentwood,3714,Springfield,OR,Missouri
North Atherton Street,3715,Little Rock,OR,Connecticut
North Erringer Road,3716,Sacramento,WA,Texas
San Simeon,3717,Albany,VT,Colorado
San Diego Freeway,3718,Richmond,AK,Nevada
Calle Real,3719,Indianapolis,HI,Arkansas
Harbor Dr,3720,Atlanta,MS,Colorado
Cabrillo Highway,3721,Little Rock,AZ,Maine
Carpinteria South,3722,Columbus,AK,Rhode Island
South Roosevelt Drive,3723,Juneau,MS,Louisiana
Carpinteria Avenue,3724,Springfield,IN,Nebraska
Jean de la Fontaine,3725,Olympia,AR,Ohio
Milpas Street,3726,Montpelier,NC,Wisconsin
Greenwood Road,3727,Juneau,IL,Iowa
Milpas Street,3728,Springfield,FL,Connecticut
Cabrillo Highway,3729,Denver,IL,New Mexico
Burnett Road,3730,Montpelier,MT,Maine
East Fry Blvd.,3731,Juneau,SC,Maryland
Bayshore Freeway,3732,Cheyenne,CA,North Dakota
Carpinteria North,3733,Atlanta,ME,Delaware
Calle Real,3734,Austin,LA,Texas
Calle Real,3735,Trenton,MD,Washington
Carpinteria North,3736,Bismarck,NC,Oklahoma
Harry S Truman Blvd,3737,Dover,TN,Arkansas
Bowles Avenue,3738,Little Rock,KS,New Mexico
Greenwood Road,3739,Baton Rouge,WV,Vermont
East Main Street,3740,Nashville,AZ,Virginia
Timberlane Drive,3741,Frankfort,SC,Montana
Jean de la Fontaine,3742,Jackson,CA,Illinois
Padre Boulevard,3743,Tallahassee,CT,Tennessee
Tully Road East,3744,Olympia,IN,Massachusetts
Santa Rosa North,3745,Columbia,SC,Nevada
East Main Street,3746,Providence,RI,Wisconsin
Katella Avenue,3747,Salem,NM,New Hampshire
N Harrison St,3748,Topeka,KS,Hawaii
Calle Real,3749,Trenton,MA,Hawaii
Jean de la Fontaine,3750,Baton Rouge,CA,California
Redwood Highway,3751,Lincoln,RI,Oklahoma
Jones Road,3752,Lansing,RI,Oklahoma
Harry S Truman Blvd,3753,Nashville,VA,New York
Hutchinson Rd,3754,Raleigh,PA,Maryland
Hutchinson Rd,3755,Richmond,WI,Louisiana
Monroe Street,3756,Jackson,MO,Washington
Corona Del Mar,3757,Harrisburg,AK,Connecticut
Camelback Rd,3758,Saint Paul,MA,Connecticut
W. Russell St.,3759,Montgomery,MN,New Jersey
East Calle Primera,3760,Hartford,IL,North Carolina
North Ventu Park Road,3761,Jefferson City,PA,Ohio
Timberlane Drive,3762,Lansing,WV,Rhode Island
Cerrillos Road,3763,Jackson,UT,North Carolina
Carpinteria Avenue,3764,Springfield,MS,North Dakota
Redwood Highway,3765,Madison,UT,Michigan
Apalachee Parkway,3766,Phoenix,TN,Rhode Island
Cleveland Ave.,3767,Helena,WV,Iowa
Monroe Street,3768,Carson City,VA,Minnesota
East Fry Blvd.,3769,Montpelier,SC,Louisiana
Pacific Hwy S,3770,Santa Fe,AK,North Carolina
El Camino Real,3771,Raleigh,CA,Missouri
E Fowler Avenue,3772,Richmond,IA,North Dakota
Harry S Truman Blvd,3773,Tallahassee,CO,Louisiana
Westside Freeway,3774,Harrisburg,MO,Mississippi
Lindbergh Blvd,3775,Boston,ID,Iowa
Santa Rosa South,3776,Bismarck,MN,Florida
Richmond Hill,3777,Bismarck,SD,Kentucky
Richmond Hill,3778,Raleigh,NH,Connecticut
Santa Ana Freeway,3779,Lincoln,AK,Pennsylvania
Milpas Street,3780,Cheyenne,UT,South Carolina
Milpas Street,3781,Juneau,WI,Kentucky
Carpinteria Avenue,3782,Denver,AK,New Hampshire
North Atherton Street,3783,Oklahoma City,VT,California
Carpinteria Avenue,3784,Phoenix,AK,Nevada
Jones Road,3785,Des Moines,OK,Oklahoma
Harbor Dr,3786,Juneau,IN,Arizona
Harbor Dr,3787,Little Rock,ME,Alaska
Redwood Highway,3788,Atlanta,TX,South Carolina
San Marcos,3789,Olympia,ID,South Dakota
Santa Monica Road,3790,Sacramento,KS,Nevada
South Roosevelt Drive,3791,Montpelier,NV,Florida
Santa Rosa North,3792,Raleigh,NC,Iowa
Calle Real,3793,Providence,MN,South Carolina
North Erringer Road,3794,Salem,NV,Oregon
Moreno Drive,3795,Austin,CO,Indiana
San Simeon,3796,Atlanta,ND,Minnesota
Santa Ana Freeway,3797,Montgomery,MI,Texas
Jones Road,3798,Lincoln,SC,Florida
Apalachee Parkway,3799,Boston,UT,Mississippi
Redwood Highway,3800,Harrisburg,VA,Utah
Apalachee Parkway,3801,Carson City,IL,Texas
Moreno Drive,3802,Pierre,MS,Indiana
Harry S Truman Blvd,3803,Santa Fe,VT,Massachusetts
San Diego Freeway,3804,Frankfort,LA,Minnesota
Tully Road East,3805,Albany,MS,Colorado
Santa Ana Freeway,3806,Indianapolis,MS,Mississippi
Lawrenceville Suwanee,3807,Cheyenne,NJ,Minnesota
E Fowler Avenue,3808,Springfield,NH,Arkansas
Camelback Rd,3809,Phoenix,SC,Michigan
East Calle Primera,3810,Frankfort,IA,Wyoming
Lake Tahoe Blvd.,3811,Topeka,OR,Vermont
Jean de la Fontaine,3812,Honolulu,MN,Wyoming
Tanger Blvd,3813,Richmond,DE,California
Erringer Road,3814,Frankfort,NE,Indiana
Santa Ana Freeway,3815,Montgomery,WI,Oklahoma
Santa Ana Freeway,3816,Phoenix,IA,Delaware
Santa Rosa North,3817,Raleigh,ME,Mississippi
South Highway,3818,Columbus,MI,New Jersey
S Rustle St,3819,Indianapolis,NE,Vermont
Padre Boulevard,3820,Hartford,AL,Louisiana
East Calle Primera,3821,Baton Rouge,PA,Rhode Island
Via Real,3822,Augusta,AR,New Jersey
Newbury Road,3823,Jackson,KY,Georgia
Carpinteria North,3824,Denver,FL,Delaware
N Kentwood,3825,Trenton,SD,Illinois
Westside Freeway,3826,Phoenix,TX,Rhode Island
Bayshore Freeway,3827,Olympia,NY,Indiana
S Rustle St,3828,Montpelier,AK,Kentucky
Lake Tahoe Blvd.,3829,Bismarck,OK,New York
Via Real,3830,Little Rock,OH,Tennessee
Bayshore Freeway,3831,Providence,AL,Connecticut
Greenwood Road,3832,Helena,TX,Washington
Bailard Avenue,3833,Carson City,MD,Idaho
Calle Real,3834,Raleigh,CA,Illinois
North Preisker Lane,3835,Topeka,VA,Idaho
San Simeon,3836,Salt Lake City,AK,California
Tully Road East,3837,Lincoln,TN,New York
Fontaine Road,3838,Annapolis,NC,Maine
Richmond Hill,3839,Madison,LA,Minnesota
East Calle Primera,3840,Honolulu,WI,Alaska
Calle Real,3841,Springfield,OK,Michigan
Jones Road,3842,Augusta,MA,Tennessee
Cleveland Ave.,3843,Jefferson City,OR,South Dakota
Woodson Rd.,3844,Boise,MN,Washington
Padre Boulevard,3845,Denver,KS,Utah
South Highway,3846,Dover,DE,Oregon
Monroe Street,3847,Springfield,HI,Nebraska
Santa Rosa South,3848,Augusta,IN,Nevada
Via Real,3849,Dover,IA,Hawaii
Cleveland Ave.,3850,Atlanta,TX,Florida
North Preisker Lane,3851,Jefferson City,NC,Wyoming
Milpas Street,3852,Salt Lake City,CA,Arizona
N Harrison St,3853,Phoenix,VT,Hawaii
Grandview Drive,3854,Annapolis,OH,Maryland
Tanger Blvd,3855,Oklahoma City,OK,Georgia
Apalachee Parkway,3856,Indianapolis,UT,Utah
Erringer Road,3857,Charleston,ND,Delaware
Newbury Road,3858,Santa Fe,OK,Kansas
San Marcos,3859,Madison,NV,Oklahoma
Steele Lane,3860,Annapolis,MO,California
Redwood Highway,3861,Jackson,RI,South Carolina
Westside Freeway,3862,Hartford,SD,Iowa
Grandview Drive,3863,Boise,KY,Massachusetts
Padre Boulevard,3864,Tallahassee,NC,North Carolina
Santa Rosa North,3865,Des Moines,MD,Kentucky
Redwood Highway,3866,Dover,WV,North Carolina
Redwood Highway,3867,Oklahoma City,CO,Maine
San Simeon,3868,Pierre,OR,South Dakota
Carpinteria North,3869,Denver,MO,Wisconsin
Cabrillo Highway,3870,Nashville,OH,Nevada
Burnett Road,3871,Raleigh,MD,Maine
Santa Rosa South,3872,Boston,NM,Nebraska
Cleveland Ave.,3873,Atlanta,ND,Utah
Carpinteria Avenue,3874,Jefferson City,AR,Massachusetts
San Diego Freeway,3875,Dover,MO,Wisconsin
Richmond Hill,3876,Columbus,AZ,Nevada
San Luis Obispo North,3877,Hartford,WA,Massachusetts
Bayshore Freeway,3878,Springfield,TN,North Carolina
Apalachee Parkway,3879,Augusta,AK,Nebraska
Jones Road,3880,Charleston,MA,Montana
Santa Ana Freeway,3881,Columbus,ID,Illinois
Burnett Road,3882,Lansing,NM,Idaho
N Harrison St,3883,Boise,MS,Maine
El Camino Real,3884,Montpelier,ME,Tennessee
Lawrenceville Suwanee,3885,Lincoln,MO,South Dakota
Lake Tahoe Blvd.,3886,Olympia,KY,Wyoming
Camelback Rd,3887,Boise,NY,North Carolina
North Atherton Street,3888,Salem,MT,Iowa
Greenwood Road,3889,Augusta,MN,Colorado
Richmond Hill,3890,Tallahassee,MA,Vermont
Jones Road,3891,Denver,DE,New Mexico
N Kentwood,3892,Springfield,WI,Pennsylvania
North Broadway Street,3893,Tallahassee,NY,Nebraska
San Luis Obispo North,3894,Austin,ND,New Mexico
Redwood Highway,3895,Montpelier,MT,Kentucky
Cleveland Ave.,3896,Pierre,NY,Ohio
East Fry Blvd.,3897,Lincoln,GA,Minnesota
San Marcos,3898,Oklahoma City,NH,Alaska
Apalachee Parkway,3899,Albany,SC,Arkansas
S Rustle St,3900,Albany,AR,Missouri
Moreno Drive,3901,Richmond,LA,Michigan
Pacific Hwy S,3902,Lincoln,HI,Virginia
French Camp Turnpike Road,3903,Lansing,GA,Florida
North Atherton Street,3904,Austin,WA,Ohio
Grandview Drive,3905,Jefferson City,OH,Alaska
El Camino Real,3906,Trenton,NE,South Dakota
Timberlane Drive,3907,Olympia,MD,Maryland
Santa Rosa North,3908,Montpelier,IA,Connecticut
Pacific Hwy S,3909,Raleigh,OR,Nevada
Fairview Avenue,3910,Columbia,AK,South Carolina
Pacific Hwy S,3911,Salem,DE,Rhode Island
Richmond Hill,3912,Juneau,NE,Minnesota
Carpinteria North,3913,Augusta,MI,Florida
San Diego Freeway,3914,Hartford,NC,North Dakota
Castillo Drive,3915,Phoenix,NM,New Jersey
Carpinteria North,3916,Jefferson City,RI,Michigan
N Kentwood,3917,Nashville,KY,Maryland
Fontaine Road,3918,Concord,AL,California
San Diego Freeway,3919,Madison,MD,Arizona
Castillo Drive,3920,Baton Rouge,ID,New Mexico
Santa Rosa North,3921,Raleigh,AK,Tennessee
Grandview Drive,3922,Dover,DE,Ohio
Corona Del Mar,3923,Salem,NC,Oregon
El Camino Real,3924,Cheyenne,VT,Rhode Island
Harbor Dr,3925,Carson City,IA,Illinois
Harry S Truman Blvd,3926,Atlanta,MA,Ohio
Jean de la Fontaine,3927,Albany,LA,Kentucky
Santa Rosa North,3928,Hartford,LA,Maryland
Cleveland Ave.,3929,Frankfort,NJ,New Hampshire
North Broadway Street,3930,Denver,AZ,Montana
San Diego Freeway,3931,Saint Paul,WV,Arizona
Carpinteria Avenue,3932,Sacramento,NC,Colorado
Milpas Street,3933,Madison,CO,Oklahoma
Santa Rosa North,3934,Topeka,WI,Louisiana
Corona Del Mar,3935,Providence,WA,Ohio
Padre Boulevard,3936,Providence,TN,New Mexico
